question,answer,level
"( 연의 ) 사마의가 ""방금 제갈량을 50리나 추격했는데도 못 따라잡았는데, 어떻게 여기에 또 제갈량이 있을 수 있나"" 라며 놀란 순간, 오른쪽에서 ㅁ소리가 울리며 촉한군이 공격을 시작했는데, 그 안에도 제갈량의 모습을 한 사람이 탄 사륜거와 머리를 풀어헤치고 칼을 들고 검은 옷을 입고 맨발인 24명도 있었다.",북,super hard
"( 연의 ) 나무에 박힌 칼을 빼고 다시 추격에 나선 요화는 갈림길을 만났는데, 황금 투구가 떨어져 있는 ㅁ쪽으로 갔으나 사마의를 발견할 수 없었다.",동,very hard
( 연의 ) 방덕은 화살을 쏘아 관우의 ㅁ측 팔을 맞혔다.,좌,very hard
"( 연의 ) 말을 빼앗겼다는 보고를 들은 여포는 병력을 이끌고 소패로 갔는데, 이 소식을 듣고 크게 놀라서 병력을 이끌고 성 밖으로 나온 사람의 이름은?",유비,hard
"( 연의, 사서 공통 ) 사마의에게 공손연 토벌을 맡긴 사람의 이름은?",조예,hard
"( 연의, 사서 공통 ) 가충은 건위ㅁㅁ을 지낸 가규의 아들이었다.",장군,super hard
"( 연의 ) 조조의 진맥을 해본 화타는, ""지금 두통이 있는 것은 ㅁ 때문이며, 마폐탕을 마시고 잠든 사이 도끼로 머리를 갈라 그 속의 원인을 제거해야 한다"" 고 말했다.",풍,super hard
"( 연의, 사서 공통 ) ㅁㅁ 원년에 암탉이 수탉으로 변하는 일이 있었다.",광화,super hard
( 연의 ) 이감을 죽인 사람의 이름은?,우금,very hard
"( 연의 ) 여포군과 진궁군이 전투를 벌여 큰 피해를 입고 조조군에게 패하여 서주로 돌아왔으나 성문을 열어주지 않았기에, 여포는 진궁과 함께 소패성을 향해 이동했는데, 가는 도중에 병력을 이끌고 오는 고순과 _____하고 조우했다.",장료,very hard
"( 연의 ) 손환이 의도에서 유비군과 싸운 첫 날, 사정과 이이와 연속으로 겨룬 장수의 이름은?",장포,very hard
"( 연의 ) 유비는 동오로 와서 손부인을 얻고는, 손권과 주유의 계략대로 미색에 빠져 시간이 지나도 형주로 돌아갈 생각을 하지 않았는데, 조운을 만나 형주의 이야기를 듣고는 손부인의 앞에서 자신이 불효하다며 눈물을 보인 사람의 이름은?",유비,hard
"( 연의 ) ""내가 아니었으면 당신은 위태로울 뻔 했다"" 는 여포의 말에, 감사하다고 말하고 소패로 돌아간 사람의 이름은?",유비,hard
"( 연의 ) 유비가 한중으로 쳐들어온다는 소식을 조홍이 전하자, 친히 한중으로 가서 적을 쳐야한다고 조조에게 진언한 사람의 이름은?",유엽,very hard
"( 연의 ) 장비는 유장과 싸우는 유비를 돕기 위해 파군성을 점령하고 지나가려고 했는데, 성벽 아래에 갔다가 엄안의 화살에 ㅁㅁ를 맞았다.",투구,very hard
"( 연의 ) 제갈량이 옹개의 반란을 진압하고 진군하자, 맹획은 세 개의 동의 원수들을 불러들였는데, 첫 번째 동의 원수는 금환삼결, 두 번째 동의 원수는 동도나, 세 번째 동의 원수는 _____이었다.",아회남,hard
"( 연의 ) 하후연의 사망 소식을 듣고 목놓아 울고는, 그제서야 예전에 관로가 말해주었던 ""삼팔종횡 황저우호 정군지남 상절일고"" 라는 점괘의 뜻을 알게 된 사람의 이름은?",조조,hard
( 연의 ) 반봉은 한복의 ㅁ장군이었다.,상,very hard
"( 연의 ) 관우의 수군사마로, 번성의 전투 중에 관우로부터 봉화대를 만들라는 명령을 받았으며, 관우 부자가 맥성에서 탈출을 시도했을 때 성에 남았다가 관우의 죽음을 알고는 성벽 아래로 뛰어내려 자결한 사람의 이름은?",왕보,hard
"( 연의 ) 나막신을 신고 절름거리면서 걸어가는 _____의 모습을 발견한 허저는, 말을 타고 추격해갔으나 무슨 영문인지 도저히 따라잡을 수가 없었으며, 그러다가 어느 산에 이르렀을 때 양을 몰고 오는 어린 양치기를 만났다.",좌자,very hard
"( 연의, 사서 공통 ) 손건은 유비가 다스리는 서주에서 ㅁㅁ를 지냈다.",종사,super hard
"( 연의 ) _____의 밀서를 받아본 손견은 ""전에 나를 막은 일을 생각하면 유표 이놈을 용서할 수 없으니, 이때 원수를 갚지 않으면 언제 갚는단 말인가"" 라고 말했다.",원술,hard
"( 연의, 사서 공통 ) 비의가 상서령이 되었을 때, 장완은 ㅁ장군 겸 녹상서사가 되었다.",대,super hard
"( 연의 ) 제갈량의 휘하에서 북벌에 참여한 _____, 장포, 관흥, 등지는 하후무가 있는 남안성을 10일 동안 포위하였으나 함락시키지 못했다.",조운,hard
"( 연의, 사서 공통 ) 조방과 조상이 고평릉에 간 사이에 사마의가 조상의 군권을 무력화하자, 사마 노지는 ㅁㅁ 신창하고 함께 조방과 조상에게 가려 했다.",참군,super hard
"( 연의 ) 유비가 동오로 와서 장가를 들었다가 손부인과 함께 성을 빠져나와 형주로 돌아가고 있을 때, 주유의 명령을 받고 유비를 기다리던 서성과 정봉이 길을 막자, 어찌해야할지 묻는 유비에게 조운은 ""제갈량에게 받은 ㅁㅁ 주머니가 하나 남아있다"" 고 말했다.",비단,hard
"( 연의 ) 관우가 나타나서 ""군대를 일으켜 자신의 원한을 갚아달라"" 고 하는 꿈을 꾼 유비에게, 유봉과 맹달이 원군을 보내주지 않은 일을 아뢴 사람의 이름은?",요화,hard
"( 연의, 사서 공통 ) 조예는 부인들 중 ___씨에게서 총애를 거두고 곽씨를 총애했다.",모,very hard
"( 연의, 사서 공통 ) 조조가 ""당신의 노모와 처자는 어떻게 할 것이냐"" 고 묻자, 포로가 된 진궁은 ""효로 천하를 다스리는 자는 남의 부모를 죽이지 않고, 세상에 인을 베푸는 자는 남의 ㅁㅁ를 끊지 않는다고 했으며, 내 노모와 처자의 생사는 당신에게 달려있다"" 고 대답했다.",제사,super hard
"( 연의 ) 반하의 전투 직후, 원소에게 말 천 필을 달라고 했지만 거절당한 사람의 이름은?",원술,hard
"( 연의, 사서 공통 ) 도겸이 죽자, 조조는 유비를 공격하려 했으나, ""그렇게 하면 병력을 많이 남겨도 적게 남겨도 곤란하며, 여포가 그 빈틈을 타서 공격해오면 연주를 잃는 것과 마찬가지이므로, ㅁ주를 얻지 못하면 돌아갈 곳도 없다"" 는 순욱의 말에 따라 그만두었다.",서,hard
"( 연의, 사서 공통 ) 호준은 오나라의 신하인 ______의 지시를 받은 정봉에게 패하여 한종을 잃고 패배했다.",제갈각,hard
"( 연의 ) 사마휘는 ""제갈량이 ㅁㅁ의 최주평, 영천의 석광원, 여남의 맹공위, 그리고 서원직과 가까이 지냈다"" 고 유비에게 말해주었다.",박릉,very hard
"( 연의, 사서 공통 ) 관구검과 문흠이 반란을 일으키자, 사마소는 ___현을 지켰다.",낙양,super hard
"( 연의 ) 이전의 공을 감안하여, 위연의 장례를 치뤄주도록 지시한 사람의 이름은?",유선,hard
"( 연의 ) 만정은 애써 조운에게 달려들었으나, 조운의 ㅁㅁ이 투구에 맞자 계곡 속으로 넘어졌다.",화살,very hard
"( 연의 ) 포위를 뚫고 온 이흠을 만나서는 ""내가 구원하지 않으려던 것이 아니라, 온다던 강족의 병력이 오지 않아 이렇게 되었다"" 고 말한 사람의 이름은?",강유,very hard
"( 연의 ) 위왕 조조가 연 연회 중, 좌자는 ㅁ강의 농어를 요리하려면 필요한 재료가 있다고 말하고는, 화분을 옷으로 덮었는데, 곧 화분에 생강이 가득 찼다.",송,super hard
"( 연의 ) 동작대의 준공을 경축하는 자리에서, 손권이 보낸 화흠이 유비를 형주목으로 봉해달라는 표문을 가지고 오자, 조조는 강하태수에 _____, 남군태수에 주유를 임명하자는 정욱의 계책을 따랐다.",정보,very hard
"( 사서 ) 유비가 유장과 싸울 당시, 황충과 함께 부성을 공격하여 점령한, 유비의 부하의 이름은?",탁응,very hard
"( 연의 ) 하후연은 나가 싸우면 안된다고 말리는 장합에게 산을 지키게 하고는, 좌우를 향해 누가 적을 유인해 오겠는지 물었는데, 이때 자원하여 3천명의 병력을 맡게 된 사람의 이름은?",하후상,very hard
"( 연의 ) 유기가 죽자 문상을 온 노숙은, 유비로부터 ""서천을 얻으면 형주를 돌려주겠다"" 는 약속이 담긴 문서를 받았는데, 노숙을 바래다주면서 손권에게 약속을 지키도록 해 달라며 ""약속이 깨지면 강남 81 고을을 모두 빼앗을 것이지만, 지금은 서로 화목하게 지내야 한다"" 고 말한 사람의 이름은?",제갈량,hard
"( 연의, 사서 공통 ) 그와 동탁 사이의 여자 문제로 화가 난 동탁이 극을 던지자, 피한 사람의 이름은?",여포,medium
"( 연의, 사서 공통 ) 조조는 군웅인 장수와 유표의 연합군과 싸울 무렵 이통을 여남의 ㅁ쪽 경계에 주둔하게 했다.",서,very hard
( 연의 ) 진횡을 죽인 장수의 이름은?,장흠,very hard
"( 연의 ) 촉군이 남안에서 하후무를 포위하고 있을 때, 위나라의 안정태수였던 사람의 이름은?",최량,hard
"( 연의 ) 사마의가 농상에서 축지법 운운하며 추격을 멈추게 했을 때, 왼쪽에서 북소리가 들리더니 촉한의 병사들이 쳐들어왔는데, 그 병사들 속에서 ㅁㅁ가 넷 달린 수레가 나타나고, 그 주위로 머리를 풀어헤치고 칼을 들고 검은 옷을 입고 맨발인 24명도 있었다.",바퀴,very hard
"( 연의 ) 한수가 방덕과 함께 조조군의 진영을 공격했다가 장횡과 정은을 잃고 돌아오자, 그날 밤 마초는 조조의 진영을 야습했는데, 이를 예측하고 가운데를 비워두고 사방에 복병을 두어 신호의 포 소리에 맞추어 적을 공격하라는 명령을 내린 사람의 이름은?",조조,very hard
"( 연의 ) 서황과 하후상과 협공하여, 자신을 잡으러 양양까지 온 유봉을 물리친 사람의 이름은?",맹달,hard
( 연의 ) 관우를 따르게 돤 주창은 ㅁㅁ산에서 무리를 이끌고 있다가 홀로 관우를 따라나서게 되었다.,와우,very hard
"( 연의 ) 등지를 만나본 손권은 ""나는 강남의 81개 주를 다스리고 또 형ㅁ의 땅까지 가지고 있지만, 구석에 있는 서촉만 못하다"" 고 많은 관원들에게 말했다.",초,super hard
"( 연의 ) 장합이 병력을 이끌고 산관으로 다가오는 것을 본 _____하고 위연은, 곧 군사들을 나누어 험한 길을 지키게 했다.",강유,very hard
"( 연의 ) 양평관의 인근에서 장위군과 50여 일간 대치하던 조조군은, 조조의 계략에 따라 철수를 시작했는데, 조조는 따로 장합과 _____에게 경기병 3천 명을 주어 샛길로 양평관 뒤를 습격하도록 했다.",하후연,very hard
"( 연의 ) _____하고 조운이 기곡에서 철수하자, 곽회의 선봉인 소옹은 이를 추격하다가 조운에게 죽었다.",등지,very hard
"( 연의 ) 손권이 황제 유비의 공격에 맞서 육손을 기용하려고 하자, ""육손은 서생에 지나지 않아 유비의 적수가 못 된다"" 며 반대한 사람의 이름은?",장소,very hard
"( 연의, 사서 공통 ) ㅁㅁ태수 왕기는 관로를 초청했는데, 그 당시 신도현령의 가족이 병에 걸려서 관로가 점을 쳐 주었다.",안평,super hard
"( 연의, 사서 공통 ) 조조가 사로잡힌 심배를 회유하여 부하로 삼으려고 하자, 옆에서 울면서 심배를 죽이기를 청한, 심배에게 가족이 몰살당한 사람의 이름은?",신비,hard
"( 연의, 사서 공통 ) 조휴의 출신주는 ㅁㅁ이다.",예주,very hard
"( 연의 ) 조조군과 여포군이 복양에서 처음 전투를 벌였을 때, 둘 중 _____군이 졌기에, 그날 밤에 상대의 영채에 기습을 했다.",조조,hard
"( 연의, 사서 공통 ) 사마부는 조모가 살해된 것이 _____의 죄라고 말했다.",사마부,very hard
"( 연의, 사서 공통 ) 허저의 아들로, 종회의 촉한 정벌에 참가하여 앞서 나아가서 길을 닦는 임무를 맡았으나, 그가 놓은 다리에서 사고를 당하여 화가 난 종회에 의해 처형된 사람의 이름은?",허의,very hard
"( 연의 ) 유비는 마초를 하변으로 보내어 한중을 넘보았는데, 이 때 마초의 선봉인 오란은 정찰을 하다가 조홍의 군대와 맞닥뜨리자 군사를 물리려 하였으나, 싸울 것을 주장하며 조홍과 겨룬 사람의 이름은?",임기,very hard
"( 연의 ) 등애의 매복 작전에 당해서 패하자, 면죽성으로 들어가 농성을 시작한 장군의 이름은?",제갈첨,very hard
"( 연의 ) 왕평과 장억이 1천의 병력으로 조진의 40만 병력을 막기 위해 떠나자, 제갈량도 뒤이어 한중으로 가서는, 모든 군사들에게 ___달의 기한을 추가로 주어 옷과 식량을 먼저 지급하고 출정을 기다리게 했다.",1,very hard
"( 연의 ) 유비는 유장의 항복을 받고 촉을 평정했을 때, _____에게 정서장군의 관직을 내렸다.",황충,super hard
"( 연의 ) 관우가 화웅을 상대하겠다고 나서자, ""관우가 어떤 직책에 있느냐"" 고 묻는 _____의 질문에, 공손찬이 ""유비를 따르는 마궁수로 있다"" 고 대답했다.",원소,very hard
"( 연의 ) 사형이 언도되자, 울면서 자신이 잘못했다고 말하는 _____의 모습을 본 제갈량은 눈물을 흘렸다.",마속,hard
"( 연의 ) 적벽에서 패해 달아나다가 오림의 서쪽에 이르러서는, 복병이 없다는 점에 대하여 주유와 제갈량을 비웃은 사람의 이름은?",조조,medium
"( 연의 ) 헌제가 낙양을 떠나 허도로 이동했을 때, 범성과 동소는 ㅁㅁㅁㅁ이 되었다.",낙양현령,super hard
"( 연의, 사서 공통 ) 위나라의 황족으로 연왕에 봉해졌으며, 대장군이 되어 조방을 보좌해달라는 조예의 부탁을 거절했고, 손자와 유방의 참언을 들은 조예의 명령에 따라 영지로 돌아갔으며, 조환의 아버지이기도 한 사람의 이름은?",조우,very hard
"( 연의, 사서 공통 ) 하후상의 출신지는 예주 ___국이다.",패,very hard
"( 연의, 사서 공통 ) 진왕 사마염이 사마소에게 올린 시호는 문ㅁ이다.",왕,very hard
"( 연의, 사서 공통 ) 제갈량이 마속과 함께 기산으로 진출하여 위나라를 공격했을 때, 조진에게 군의 지휘권을 준 사람의 이름은?",조예,hard
"( 연의 ) 조진은 ""내기는 잊고 한마음으로 나라를 위하자"" 는 _____의 말을 듣고 마음이 괴로워져 병이 났다.",사마의,hard
"( 연의 ) 장도는 곽여왕과 공모하여, 견씨의 궁중에서 조비의 생년월일시가 적힌 ㅁㅁ나무 인형을 발굴했다고 조비에게 말했다.",오동,super hard
"( 연의, 사서 공통 ) 형주의 감옥에 갇혀있다가, 형주를 점령한 손권에 의해 조조에게 돌려보내어진 사람의 이름은?",우금,hard
"( 연의, 사서 공통 ) 하진은 ""각지의 영웅들을 불러모아 십상시를 죽이자"" 는 _____의 계책을 따랐다.",원소,hard
"( 연의 ) 동탁은 상서 주비와 ㅁㅁㅁㅁ 오경의 추천을 받아 관직을 내린 자가 반동탁 연합군을 이루어 쳐들어오자, 이 둘이 자신을 배반했다 생각하여 죽였다.",성문교위,super hard
"( 연의, 사서 공통 ) 유비는 성도에 있던 ㅁㅁ 제갈량을 영안궁으로 불러, 자신의 유언을 듣도록 했다.",승상,hard
"( 연의 ) 조창이 오란을 죽이고 혼전이 벌어지자, 조조는 군을 물리고 야곡 어귀에 주둔시켰는데, 앞으로 나아가자니 _____때문에 가지 못하고 물러나자니 비웃음을 살까 걱정하여 시간만 흘러가던 중, 어느 날 닭고기 탕을 먹게 되었다.",마초,very hard
"( 연의, 사서 공통 ) 제갈탄은 위나라의 ㅁㅁ후였을 때 반란을 일으켰다.",고평,super hard
"( 연의 ) 정문이 쓴 편지를 받은 사마의는 야습에 나섰으나, 제갈량의 ㅁㅁ에 당해서 패하고 진랑을 잃었다.",매복,very hard
"( 연의 ) 동승이 유비에게 보여준 의장에는 ""거기장군 동승, 공부시랑 왕자복, 장수교위 충집, 의랑 오석, 소신장군 오자란, 서량태수 _____"" 의 순으로 이름이 적혀있었다.",마등,hard
"( 연의, 사서 공통 ) 설제의 출신주는 ㅁㅁ이다.",연주,super hard
"( 연의 ) 사마사의 친척으로, 조모를 황제로 세우자고 진언한 사람의 이름은?",사마부,super hard
"( 연의 ) 사마망이 팔괘진을 펼쳤을 때, 강유는 이미 산 뒤에 매복하고 있었던 _____의 의도를 간파하고 있었다.",등애,super hard
"( 연의, 사서 공통 ) 순유는 하진이 정권을 잡고 있을 때 ㅁㅁㅁㅁ이라는 관직을 받았었다.",황문시랑,super hard
"( 연의 ) 방통을 만난 손권이 그를 기용하려고 하지 않자, 노숙이 방통에게 좀 더 기다려보라고 했으나, 방통은 군웅인 _____에게 가려고 한다고 말했고, 노숙은 놀라며 그러면 안 된다고 하고는 차라리 유비에게 가보라고했다.",조조,hard
"( 연의 ) 동탁은 조조를 잡기 위해 용모파기를 작성하고 각 처에 두루 문서를 돌리게 했으며, 조조를 잡아오는 자에게 천금의 상을 내리고 ___호후에 봉하겠다고 했다.",10000,very hard
"( 연의, 사서 공통 ) 사마소는 ___월 신묘일에 죽었다.",8,super hard
( 사서 ) 진궁의 본관이 있는 주는 ㅁㅁ이다.,연주,very hard
"( 연의 ) 적벽의 전투에서, 동남풍이 불기 시작하자 유비에게 돌아온 제갈량은, 왜 자신을 쓰지 않느냐는 _____의 질문에, ""장군은 조조에게 받은 은혜를 갚으려 할 것이기 때문"" 이라고 대답했다.",관우,medium
"( 연의, 사서 공통 ) 차주를 죽인 군웅의 이름은?",유비,hard
"( 연의 ) 한충이 죽은 뒤, 물러났던 주준이 조홍과 손중이 농성하는 완성을 공격하려 할 때, 동쪽에서 한 무리의 병력이 도착했는데, 그 우두머리 장수는 넓은 이마와 넓은 얼굴에 범의 몸통에 ㅁ의 허리를 한 손견이었다.",곰,super hard
"( 연의 ) 황제 유비는 손권을 치기 위해, 오계로 사자를 보내어 이민족의 병력 ___명을 빌려왔다.",50000,super hard
"( 연의 ) 손권이 적벽의 전투 직후 합비를 공격했을 때, 송겸을 죽인 전투에서 이기고 돌아와서 군사들이 갑옷을 벗고 마음놓고 자는 것은 허용하지 않았으며, 주변 사람들이 그 이유를 묻자 ""손권군이 우리의 빈틈을 타서 공격해 올지 모르니 오늘 밤은 한층 더 조심해야 한다"" 고 말한 사람의 이름은?",장료,hard
"( 연의 ) 조조에게 유장이 왜 공물을 바치지 않느냐는 질문을 받자, 길이 험하고 도적이 많아서 공물을 바치기 어려웠다고 대답한 사람의 이름은?",장송,hard
"( 연의, 사서 공통 ) 종회는 _____에게 왕함이 지키는 낙성을 포위하게 하고, 호군 순개에게는 장빈이 지키는 한성을 포위하게 했다.",이보,very hard
"( 연의 ) 동승, 왕자복, 오자란, 충집, 오석, 마등, 유비와 함께 조조를 죽이는 계획에 가담하여 의장에 이름을 올린 사람의 이름은?",길평,hard
"( 연의 ) 제갈량이 옹개의 반란을 진압하고 진군하자, 맹획은 세 개의 동의 원수들을 불러들였는데, 동도나는 제 ___ 동의 원수였다.",2,very hard
"( 연의 ) 하후연의 사망 소식을 알게 되자, 서황을 선봉으로 삼고 자신도 대군과 함께 행군하여 한수에 이르러, 그곳에서 만난 장합과 두습의 의견을 따라 미창산에 있는 군량을 북산으로 옮기도록 한 사람의 이름은?",조조,hard
"( 연의 ) 군사들에게 둔전을 하라고 명령해서 보내면서도 ""적병이 공격하거든 패한 척 하고 달아나되, 사마의가 직접 나오면 힘을 합쳐 위수 남쪽을 공격해서 퇴로를 차단하라"" 는 당부를 한 사람의 이름은?",제갈량,hard
"( 연의 ) 허저는 ""5만의 병력을 내어주면 유비와 여포의 머리를 베어 바치겠다"" 고 조조에게 말했지만, 조조의 부하인 _____에게 제지되었다.",순욱,hard
"( 연의 ) 유비가 조조의 대군을 피해 백성들을 이끌고 신야에서 번성으로 이동할 무렵, 신야로 이동하다가 산 정상 부근에서 마주앉아 마시고 있는 제갈량과 유비의 모습을 보고는, 화가 나서 군사를 이끌고 산을 오르려 하였으나 산 위로부터 바위 등으로 공격을 받아 실패한 장수의 이름은?",허저,hard
"( 연의, 사서 공통 ) 한윤을 죽인 군웅의 이름은?",조조,hard
"( 연의 ) 손권이 적벽의 전투 직후 합비를 공격하다가 송겸을 잃자, 자신의 부하인 과정이 장료 밑에서 일하는 마굿간지기와 형제이니 그들이 성 안에서 소란을 피울 때 바깥에서 공격하는 계책을 내놓은 사람의 이름은?",태사자,hard
"( 연의 ) 왕윤은 ""동탁이 내 딸을 욕보이고 당신의 처를 빼앗았으니, 천하의 영웅인 당신도 모욕을 당하게 되었으며, 참 애석하다"" 고 _____에게 말했다.",여포,medium
( 연의 ) 정문은 _____의 수급을 들고 촉한군의 영채로 돌아갔다.,진명,hard
"( 연의 ) 호준이 동흥 제방을 공격해오자, 제갈각은 ㅁㅁ장군 정봉에게 3천의 병력을 주어 강을 따라가게 했다.",평북,super hard
"( 연의, 사서 공통 ) 장각의 명령으로 낙양에 잠입하여 환관 봉서와 내통하고 있었으나, 당주의 밀고로 붙잡혀 낙양에서 처형된 사람의 이름은?",마원의,very hard
"( 연의, 사서 공통 ) 가정의 산 위에 진을 친 적군이 물을 얻지 못하게 하여 승리해서, 가정에서 적을 몰아낸 것은 ㅁ나라 군대였다.",위,hard
"( 연의 ) 조진이 사신을 보내어 도움을 요청하자, 철리길은 요청에 응하기로 하고 아단과 _____에게 15만의 병력을 일으키게 했다.",월길,hard
"( 연의 ) 조운에게 ""자신이 동희를 죽였다"" 고 말한 사람의 이름은?",관흥,very hard
( 연의 ) 헌제는 10월 경오일 인시에 번양에 만들어진 ___층짜리 수선대에서 조비에게 선양했다.,3,super hard
"( 연의, 사서 공통 ) 관우를 죽인 군웅의 이름은?",손권,medium
"( 연의 ) 울면서 ""등애의 병력이 부성을 점령했다 하니 성도도 위험하다"" 고 말하며 자신을 구해달라고 제갈첨에게 부탁한 사람의 이름은?",유선,very hard
"( 연의 ) 사마휘의 말에 따르면, 제갈량은 최주평, 석광원, 맹공위, 서원직에게 ""그대들은 벼슬길에 나가면 ㅁㅁ나 태수 쯤은 될 수 있을 것"" 이라고 말했다고 한다.",자사,hard
"( 연의 ) 유비와 조조와 함께 허전으로 사냥을 갔다가 돌아온 헌제가 울며 복황후와 이야기를 나누고 있는데, 이때 헌제의 앞에 나타난 사람의 이름은?",복완,very hard
"( 연의, 사서 공통 ) 조조는 ""적이 우리 군을 추격해서 비록 하루에 몇 리 밖에 행군하지 못하지만, 내가 헤아려 보건대 안중에 도착하면 반드시 _____의 군대를 격파할 수 있다"" 라는 글을 순욱에게 보냈다.",장수,very hard
"( 연의, 사서 공통 ) 사마의는 오장원에서 퇴각한 촉한군이 남겨둔 영채를 보고는, _____에 대해 ""천하의 기재"" 라고 평가했다.",제갈량,medium
( 사서 ) 사환의 자는 ㅁㅁ이다.,공유,very hard
( 연의 ) 공기를 죽인 사람의 이름은?,왕쌍,hard
"( 연의 ) 미방과 부사인이 죽었을 때, 장포에게 ""내가 적을 무찔러 원수를 갚도록 해주겠다"" 며 위로한 사람의 이름은?",유비,hard
"( 연의 ) 단곡을 지나던 중 ""적의 ㅁㅁ이 있는 것 같다"" 는 보고를 받은 강유는 후퇴 명령을 내렸으나, 곧 사찬과 등충의 공격을 받았다.",매복,super hard
"( 연의 ) 강유는 ""낙성도 적에게 넘어가서 ___군을 빼앗겼다"" 는 보고를 듣고 놀라서 강천 어귀로 갔다.",한중,very hard
"( 연의 ) 주부 왕도가 후한 경공의 일화를 언급하며 기도를 권하자, 그에 따른 사람의 이름은?",사마소,very hard
"( 연의, 사서 공통 ) 강하팔준이었던 범강(원강)의 출신지는 기주 ___군이다.",발해,super hard
"( 연의 ) ㅁ성의 남쪽은 산길이 있었고, 북쪽은 부강과 인접해 있었기 때문에, 유비는 서문과 동문만을 공격하다가 역습을 당해서 장임에게 홀로 쫓기게 되었다.",낙,very hard
"( 연의 ) 적벽대전 이후 주유가 조인과 싸워 이기는 사이, 유비가 남군과 형주와 양양을 얻었을 때, 형주 남부의 네 군을 공격하라는 조언을 유비에게 한 사람의 이름은?",마량,hard
"( 연의, 사서 공통 ) 조비는 조진, 조휴, 사마의와 진군ㅁㅁㅁ 진군에게 유언을 남기고 죽었다.",대장군,super hard
"( 연의, 사서 공통 ) 공손연 토벌이 얼마나 걸리겠느냐고 조예가 묻자, 사마의는 ""다 합해서 ___년이면 충분하다"" 고 대답했다.",1,very hard
"( 연의 ) 유수구에서 감녕이 100명으로 야습을 성공시킨 다음날 조조군이 싸움을 걸어오자, 능통과 악진이 겨루었으나 수십 합을 싸워도 승부가 나지 않았는데, 이 때 조휴에게 지시하여 몰래 화살을 쏘도록 한 사람의 이름은?",조조,very hard
"( 연의, 사서 공통 ) 장각이 죽고 영제가 아직 살아있을 때 반란을 일으켜, 스스로를 천자라고 칭한 사람의 이름은?",장거,very hard
"( 연의 ) 유변, 하태후, ___씨는 영안궁에 유폐되었다.",당,very hard
"( 연의 ) 구안이 위나라 군대의 영채로 가서 투항하자, 그를 불러 만나보고 자초지종을 들은 사람의 이름은?",사마의,hard
"( 연의, 사서 공통 ) 여몽의 출신지는 여남군 ___현이다.",부판,super hard
"( 연의 ) ""비가 ___달 동안 계속 되고 있으니 군대는 싸울 마음이 없고 돌아갈 생각만 하고 있는데, 어찌 막아야 할지 모르겠다"" 는 조진의 말에, 사마의는 ""아무래도 일단 회군해야겠다"" 고 대답했다.",1,hard
"( 연의, 사서 공통 ) 여포가 아직 죽기 전에, 오후에 봉해진 사람의 이름은?",손책,very hard
( 연의 ) 제갈량은 자원한 _____에게 1만의 병력을 주어 무도를 점령하게 했다.,강유,very hard
"( 연의, 사서 공통 ) 조모의 사망 때문에 진태가 곡을 하고 있었는데, 그 옆에서 곡을 하면서 진태에게 ""이제 어떻게 하면 좋겠느냐"" 고 물어본 사람의 이름은?",사마소,super hard
"( 연의 ) 동작대의 준공을 경축하는 자리에서 활쏘기 시합이 열렸는데, 서천에서 나는 붉은 비단으로 만든 전포를 ㅁㅁㅁㅁ 가지에 걸어놓고 그 아래에 과녁을 세워놓았으며, 활은 100 보 떨어진 곳에서 쏘도록 했다.",수양버들,super hard
"( 연의 ) 관우가 요화를 선봉으로 삼고 공격해오자, 조인에게 ""물은 흙으로 막고, 병사가 오면 장수로 맞서라"" 는 격언을 말하며 성 안에서 지키고만 있는 것을 반대한 사람의 이름은?",하후존,very hard
"( 연의 ) 유장의 네 장수는 유비를 막기 위해 낙성으로 갔는데, 낙성이 성도를 지키는 울타리이니 두 사람은 성을 지키고 두 사람은 험한 산기슭에 의지하여 영채를 세워 적의 접근을 막자는 유괴의 제안에, 등현과 _____ 두 장수는 성을 나가 영채를 세우겠다고 나섰다.",냉포,hard
"( 연의, 사서 공통 ) 유봉은 상용을 빼앗기고 ___현으로 와서는, 유비의 명령으로 죽었다.",성도,very hard
"( 연의 ) 복양의 전투에서, 조조는 ""산 위에서 보니 복양 서쪽에 있는 여포의 영채가 허술해보였는데, 밤에 그 영채를 기습하자"" 는 우금의 의견을 따르기로 하고, 조홍, 이전, 모개, 여건, 우금, 전위를 데리고 ___명의 병력과 함께 작은 길로 진군했다.",20000,super hard
( 사서 ) 임준의 출신지는 사례 ___윤이다.,하남,super hard
"( 연의 ) 마초는 강서, 양부, 윤봉, 조앙이 자신에 대항하여 군사를 일으켰다는 소식을 듣고는, 크게 노하여 조월을 죽이고 마대와 _____에게 전군을 일으키게 하였으며, 직접 역성으로 쳐들어갔다.",방덕,very hard
( 연의 ) 하후연의 장남의 이름은?,하후패,hard
"( 연의, 사서 공통 ) 육손은 이릉에서 크게 이겼지만, ㅁ나라의 침공에 대비하여 추격을 멈춰야 한다는 의견을 내어놓았다.",위,hard
"( 연의, 사서 공통 ) 이락은 황건적의 잔당이 중심이 되었던 ㅁㅁ적 출신이었다.",백파,very hard
"( 연의 ) 도겸은 이동 중이던 조숭에게 ___일 동안 연회를 베풀고 환대한 뒤, 도위 장개에게 500명의 병력을 주어 조숭을 호위하도록 했다.",2,super hard
"( 연의 ) 강유가 왕관이 이끌고 온 병력 중 일부를 부첨에게 주어서, 왕관은 ___명 만을 이끌게 되었다.",3000,super hard
