question,answer,level
"( 연의 ) ""왕윤은 벌써 사람을 시켜 양위 의식을 진행할 수선대를 쌓아놓고 당신이 오기를 기다리고 있다"" 는 이숙의 말을 듣자, 동탁은 크게 기뻐하며 ""간밤에 ㅁ 한 마리가 내 몸을 휘감는 꿈을 꾸었는데, 오늘 과연 반가운 소식을 듣는다"" 고 말했다.",용,very hard
"( 연의, 사서 공통 ) 진궁은 ""영웅들에 의해 천하가 갈라지는 마당에, 당신은 많은 사람들을 차지했는데도 남의 지시나 받고 있으니 비루한 상황인데, 연주의 병력은 동쪽을 치러 가서 비어 있으니, _____하고 함께 연주를 취하면 큰 일을 도모해 볼 수 있다"" 고 장막에게 말하며 그를 설득했다.",여포,very hard
"( 연의 ) 화타는 관우의 팔에 난 상처를 보고는, 식물인 ㅁㅁ의 독이 뼈까지 번졌다고 말했다.",오두,super hard
"( 연의, 사서 공통 ) 조조가 손책의 죽음을 기회삼아 강동의 손권을 공격하려 하자 그것을 말린, 마침 손책의 사자로 허도에 와있던 사람의 이름은?",장굉,hard
"( 연의, 사서 공통 ) 조비가 황제가 된 이후, ㅁㅁ 하종은 여러 신하들과 함께 유비에게 황제가 되기를 청했다.",좨주,super hard
"( 연의, 사서 공통 ) 이각은 호분 왕창에게 _____의 뒤를 쫓아가 잡아오라고 명령했다.",황보력,very hard
"( 연의 ) 장사 양의가 ""우리의 군량이 검각에 쌓여있는데, 인부나 소나 ㅁ로 수송하기 불편하다"" 고 보고하자, 제갈량은 ""이미 방법을 생각해 둔 지 오래며, 여기 있던 나무들과 서천에서 사들여온 목재로 목우와 유마를 만들게 해 두었다"" 고 말했다.",말,very hard
"( 연의 ) 제갈량이 이끄는 군대가 남안성을 함락시켰으나 천수성은 점령하지 못했을 때, 제갈량의 명령으로 수레에 갇힌 사람의 이름은?",하후무,very hard
( 연의 ) 노손은 남정관으로 진군해오는 허의를 ㅁㅁ으로 패퇴시켰다.,매복,super hard
"( 연의, 사서 공통 ) 여포가 하비성에서 조조군을 상대로 농성할 때, 진궁은 ㅁㅁ지세로 적과 싸울 것을 제안했으나, 여포의 처의 반대로 받아들여지지 않았다.",기각,hard
"( 연의, 사서 공통 ) 마등의 출신지는 우부풍 ___현이다.",무릉,super hard
"( 연의 ) 하진이 보낸 조서를 받고는, 우보에게 섬서 지역을 지키도록 한뒤, 대군을 이끌고 낙양을 향해 출발한 사람의 이름은?",동탁,hard
"( 연의, 사서 공통 ) ""군주의 덕을 상징하는 용이 하늘에 안주하지도 않고 밭에 안주하지도 않고 우물에 있는 것은 좋은 징조가 아니다"" 라고 생각하여 시를 지은 사람의 이름은?",조모,super hard
"( 연의, 사서 공통 ) 평창이라는 이름이 붙은 문을 지나려 하며 자신에게 조서가 있다고 말하는 _____에게, 문을 지키던 사번은 그 조서를 보여달라고 했다.",환범,super hard
"( 연의, 사서 공통 ) 유장의 부하로, 양회와 함께 관을 지키고 있었는데, 유비에게 불려갔다가 참수된 사람의 이름은?",고패,hard
( 연의 ) 감녕은 ___구의 큰 나무 아래에 앉아서 죽었다.,부지,super hard
( 연의 ) 하후화의 형들 중 가장 나이가 많은 사람이 이름은?,하후패,hard
"( 연의, 사서 공통 ) 헌제가 이각과 곽사에게 쫓겨 황하를 건넌 직후, 한섬은 ㅁㅁㅁㅁ에 임명되었다.",정동장군,super hard
"( 연의, 사서 공통 ) 유변의 아버지의 이름은?",유굉,very hard
"( 연의, 사서 공통 ) 합비의 전투에서 장료에게 공격받아 위기에 처한 손권을 구하느라, 300 명의 수하를 모두 잃고 자신도 상처를 입었지만, 나루터의 끊긴 다리에까지 도망칠 수 있었던 장수의 이름은?",능통,very hard
"( 연의 ) 크게 화가 난 제갈량은 구안을 처형하려고 했으나, ㅁㅁ 양의의 만류로 형벌을 곤장 80대로 바꾸었다.",장사,super hard
"( 연의, 사서 공통 ) 유비가 서천을 평정했으나 한중을 얻지는 못했을 때, 손권은 제갈근을 사신으로 보내어 ㅁ주를 돌려달라고 했으나, 유비는 다른 땅을 얻고나서 돌려주겠다는 대답을 주었다.",형,medium
"( 연의 ) 양관과 조구가 기성을 점령하고 자신의 아내와 아들을 죽이는 것을 본 마초는 큰 충격을 받았는데, 이 때 추격해 온 하후연을 피해 달아났으며, 곧 다시 강서, 양부와 만나 싸워 간신히 빠져나갔으나, 다시 _____, 윤봉과 만나 싸우게 되었다.",조앙,very hard
"( 연의 ) 초선이 왕윤의 집에서 떠난 직후, 왕윤은 자신을 찾아와 따지는 여포에게 ""초선을 데리고 가서 여포와 짝을 지어주겠다는 _____의 제안이 있었기에 거절할 수 없었다"" 고 말했다.",동탁,medium
"( 연의 ) 관도대전 이후, 여남에서 유비를 돕던 유벽을 죽인 조조의 장수의 이름은?",고람,hard
"( 연의 ) 장완은 ""양의의 죄가 크나, 전에 ㅁㅁ을 따라다니며 공을 세웠으니 죽이지는 말고 관직을 박탈하자"" 고 유선에게 말했다.",승상,hard
"( 연의, 사서 공통 ) 오찬의 자는 ㅁㅁ이다.",공휴,very hard
"( 연의 ) 제갈탄이 반란을 일으키자, 사마소는 낙양과 ___현의 26만 병력을 동원했다.",장안,super hard
"( 연의, 사서 공통 ) 위연은 ""나에게 병력을 주면 자오를 통해 장안을 기습하여 하후무가 달아나게 하고, 이때 당신이 야곡을 통해 진군하면 일거에 함양 서쪽을 평정할 수 있다"" 고 _____에게 말했으나 계책은 받아들여지지 않았다.",제갈량,hard
"( 연의, 사서 공통 ) 제갈각의 지시에 따라 정봉과 여거와 유찬과 함께 호준을 격퇴할 때 활약했으며, 사마소에 대항하여 반란을 일으킨 제갈탄을 돕기 위해 파견되었다가 위나라에 귀순했고, 촉한을 정벌하려는 의도를 숨기려 한 종회의 지시를 받아 배를 준비한 사람의 이름은?",당자,very hard
"( 연의 ) 사마휘의 말에 따르면, 제갈량은 최주평, 석ㅁㅁ, 맹공위, 서원직에게 ""그대들은 벼슬길에 나가면 자사나 태수 쯤은 될 수 있을 것"" 이라고 말했다고 한다.",광원,very hard
"( 연의, 사서 공통 ) 손책이 강동을 정벌하던 중, 주변의 장수들은 _____에 대해 ""이번에 떠나면 돌아오지 않을 것"" 이라고 말했지만, 손책은 ""그는 신의있는 사람이니 나를 배반하지 않을 것"" 이라고 말했다.",태사자,hard
"( 연의 ) 조조는 ""_____하고 장남을 잃은 것보다 전위를 잃은 슬픔이 더 크다"" 고 말했다.",조안민,hard
( 연의 ) 제갈량은 마대와 _____에게 군사를 이끌고 위수를 건너 북원을 공격하게 했으나 실패했다.,위연,very hard
"( 연의 ) 등애는 병력을 이끌고 산길을 넘다가 ""두 ㅁ이 일어날 때 이곳을 넘는 자가 있을 것이며, 두 선비가 다투지만 오래지 않아 죽을 것이다"" 라고 쓰여있는 비석을 보고 크게 놀랐는데, 이는 제갈량의 글이라고 적혀있었다.",불,super hard
"( 연의 ) 장판파에서 조조군과 싸우느라 잃어버린 유비의 가족들을 찾던 조운은, 미축을 포로로 잡아가고 있었던 _____하고 마주쳐 그를 죽였는데, 그는 조인의 부장이었다.",순우도,very hard
"( 연의 ) 복양에서 조조가 ""내가 너와 원수진 일이 없는데, 왜 나의 땅을 빼앗았느냐"" 고 묻자, 여포는 ""누구나 땅을 가질 수 있는 것이지, 네 땅이라는 법은 없다"" 고 응수하고는 장패에게 나가 싸우도록 했는데, 이때 나와서 장패와 겨룬 조조의 부하의 이름은?",악진,very hard
"( 연의 ) 다섯 방면으로 촉한을 침공하려는 조비의 시도 중 네 방면이 무산되었다는 것을 알게 되자, 손권은 ""_____의 헤아림이 귀신같으며, 내가 함부로 움직였다가는 촉과 원수가 될 뻔했다"" 고 말했다.",육손,hard
"( 연의 ) 등애는 제갈서에게 강유의 퇴로를 끊게 하고, 견홍에게는 ㅁ중의 우측을 치게 하고, 왕기에게는 좌측을 치게 하고, 양흔에게는 강유의 뒤쪽을 맡겼다.",답,very hard
( 연의 ) 조웅의 작은 할아버지의 이름은?,조덕,very hard
"( 연의, 사서 공통 ) 화흠의 출신지는 평원군 ___현이다.",고당,super hard
"( 연의, 사서 공통 ) 후한의 마지막 황제는 ㅁ제이다.",헌,medium
"( 연의, 사서 공통 ) 유종의 아버지의 이름은?",유표,medium
"( 연의, 사서 공통 ) 진태가 가충을 죽일 것을 요구하자, 다른 방법이 없느냐고 반문한 사람의 이름은?",사마소,hard
"( 연의 ) 자신이 죽였던 사람들의 환영을 보고 환청을 듣자, 여러 신하들은 도사를 불러 제사를 지내자고 하였지만, ""하늘에 죄를 지으면 빌 곳이 없다. 천명이 다했는데 어떻게 피하겠는가"" 라며 거절한 사람의 이름은?",조조,hard
"( 연의, 사서 공통 ) 태원 원년 8월 1일에 태풍이 불어 물이 범람하고 무덤에 심어져있던 ㅁ나무와 잣나무가 뽑혔으며 남쪽 성문에도 피해가 발생했다.",소,super hard
"( 연의, 사서 공통 ) 황보력은 ""유궁후예는 재주만 믿다가 패망했고 동탁도 강성했지만 여포의 배반으로 머리가 잘렸으니 용맹만 믿어서는 안되며, 당신은 상장이 되어 절월을 쥐고 가족과 친지들이 높은 지위에 있는데도, 겁박을 일삼는 _____하고 당신 중 누구의 죄가 무거우냐"" 고 이각에게 말했다.",곽사,hard
"( 연의, 사서 공통 ) 조조는 위왕이 되어 열두 줄이 달린 면류관을 쓰게 되었고, 금으로 장식한 수레인 ㅁㅁㅁ를 타게 되었다.",금근거,super hard
"( 연의 ) 가맹관의 앞에서 장비와 마초는 처음으로 만나 싸우기 시작했는데, 승부가 길어지자 장비가 실수할까 걱정되어 징을 치게 하여 장비를 돌아오도록 한 사람의 이름은?",유비,hard
"( 연의 ) 사마의는 열류성에서 ""병법에도 궁지에 몰린 적을 쫓지 말라고 했으니, 그대는 작은 길로 질러가서 ㅁ곡으로 가되, 적을 쫓을 필요는 없고 다만 적의 물자를 얻으면 된다"" 고 장합에게 말했다.",기,very hard
( 연의 ) 헌제에게 사냥을 가자고 청하여 사냥터에서 신하들의 동정을 살펴보기로 한 사람의 이름은?,조조,medium
"( 연의 ) ㅁ나라 군대가 목우와 유마로 군량을 수송한다는 보고를 들은 사마의는 ""내가 나가 싸우지 않고 굳게 지키고만 있는 것은 적의 군량이 다하기를 기다리기 때문인데, 적이 그런 방법을 쓰고 있다면 장기전으로 갈 생각일 것"" 이라고 말하며 걱정했다.",촉,hard
"( 연의 ) 하진이 환관들에 의해 죽자 원소, 조조, 오광, 원술 등이 궁궐로 진입하여 환관들을 죽였는데, 십상시들 중 장양, 단규, _____, 조절은 태후와 태자와 진류왕을 협박하여 함께 북궁으로 달아나려고 했다.",후람,very hard
"( 연의, 사서 공통 ) 사마의는 수산에서 비연의 병력을 격파하고 ___현에서 적을 포위했다.",양평,very hard
"( 연의 ) 제갈량은 ""큰 상자에 내 시신을 놓고 내 입 안에 쌀알을 넣고 내 발 밑에 등잔 ___개를 두어 불을 밝히고 군중에서 곡소리가 나지 않게 하면 장성이 떨어지지 않을 것이지만, 그래도 사마의가 추격을 하면 미리 만들어 둔 내 목상을 적에게 보여라"" 라고 양의에게 말했다.",1,super hard
"( 연의, 사서 공통 ) 황제가 된 유비가 죽기 전에 위나라가 오나라를 공격했는데, 둘 중 승리한 나라는 ㅁ나라였다.",오,hard
"( 연의, 사서 공통 ) 조예는 ㅁㅁ 3년 정월에 사망했다.",경초,super hard
"( 연의 ) 대릉, 장호, 악침은 각기 30기의 기병을 이끌고 제갈량의 팔괘진 중 생문으로 뛰어들었는데, 이내 ㅁㅁ쪽으로 가려고 했으나 촉나라 군대가 길을 막고 활을 쏴서 갈 수가 없었다.",서남,super hard
"( 연의 ) 조조의 진맥을 해본 화타는, ""지금 두통이 있는 것은 풍 때문이며, ㅁㅁㅁ을 마시고 잠든 사이 도끼로 머리를 갈라 그 속의 원인을 제거해야 한다"" 고 말했다.",마폐탕,super hard
"( 연의, 사서 공통 ) 양수의 출신지는 사례 ___군이다.",홍농,super hard
"( 연의, 사서 공통 ) 장각이 죽고 영제가 아직 살아있을 때, 어양에서 장순과 함께 반란을 일으켰다가 진압된 사람의 이름은?",장거,hard
( 연의 ) 조조는 산동에 주둔하다가 _____의 부름을 받고 그를 맞이하여 받들었다.,유협,very hard
( 연의 ) 사마의는 ㅁ나라 군대가 떠난 영채에 아궁이의 수가 늘어났다는 보고를 듣고 추격을 포기했다.,촉,hard
( 사서 ) 왕랑의 출신지는 서주 ___국이다.,동해,super hard
"( 연의, 사서 공통 ) 봉추에 비유된 사람의 이름은?",방통,medium
"( 연의, 사서 공통 ) 사마부의 자는 ㅁㅁ이다.",숙달,very hard
"( 연의, 사서 공통 ) 조비의 사신으로 손권에게 간 형정이 교만한 기색을 보이자, 눈물을 흘리면서 분해한 사람의 이름은?",서성,very hard
( 연의 ) 손권의 이복 여동생의 이름은?,손인,very hard
"( 연의 ) 왕평이 위나라의 군량이 실린 목우와 유마를 빼앗아 오는 임무를 맡았을 때, 마대와 마충은 2천의 병력을 이끌고 위수 ㅁ쪽으로 가서 싸움을 거는 임무를 맡았다.",남,super hard
"( 연의, 사서 공통 ) 감녕을 얻은 손권이 황조를 공격해오자, 황조군의 선봉장이 되어 손권군과 싸웠으나, 손권군의 선봉이었던 여몽에게 패해 여몽이 직접 죽인 사람의 이름은?",진취,hard
"( 연의 ) 유비의 동맹 요청을 받은 원소는 모사인 전풍, 심배, 저수, 곽도를 불러 조조를 칠 의논을 했는데, 이 모사들 중 곽도와 함께 조속히 조조를 쳐야 한다는 의견을 낸 사람의 이름은?",심배,hard
"( 연의 ) 제갈량이 서성의 성문을 열어놓고 성 위의 망루에서 거문고를 연주하고 있다는 보고를 받고는, 믿지 못하여 직접 말을 달려가 그 모습을 바라본 사람의 이름은?",사마의,hard
"( 연의, 사서 공통 ) 우번은 ""손책과 맞서서는 안된다"" 고 _____에게 진언했다.",왕랑,hard
"( 연의, 사서 공통 ) 맹달과 함께 상용에 주둔하고 있다가 관우의 원군 요청을 거절한 사람의 이름은?",유봉,hard
"( 연의 ) 후성은 말을 되찾고 나서, 마실 것을 담은 병 ___개를 가지고 여포에게 가서 바쳤으나 죽을 뻔했다.",5,super hard
"( 연의 ) 적의 새로운 총사령관이 육손이란 것을 알게 되자 황제 유비는 바로 진군을 명령했는데, ""육손의 재주가 _____ 못지 않다"" 며 만류하는 마량의 진언도 듣지 않았다.",주유,very hard
"( 연의, 사서 공통 ) 손정의 출신주는 ㅁㅁ이다.",양주,hard
"( 연의 ) 왜 제갈량에게 돌아오라고 하느냐는 장완의 질문을 받자, 유선은 ""ㅁㅁ과 상의할 기밀이 있다"" 고 둘러댔다.",승상,hard
"( 연의, 사서 공통 ) 허도에서 조조는 ""천하의 영웅은 _____하고 당신뿐"" 이라고 유비에게 말했다.",조조,medium
"( 연의 ) 제갈량은 남만의 반란을 진압하기 위해 장완에게 참군을, 비의에게 장사를, 동궐과 번건에게 연사의 임무를 주고, _____하고 위연을 대장으로, 왕평과 장익을 부장으로 삼고 서천의 장수 수십 명과 함께 50만의 병력으로 출병했다.",조운,hard
( 사서 ) 위나라의 신하인 손자는 태원군 ___현 사람이다.,중도,super hard
"( 연의 ) 한 편장이 하늘을 보며 ""큰 비를 만나도 돌아가려 하지 않더니, 이젠 내기를 하느라 군사들을 고생시키는구나"" 라고 하는 말을 듣고는, 장막으로 돌아가 장수들을 모으고 그 편장을 불러내어 꾸짖은 사람의 이름은?",사마의,hard
"( 연의 ) 연회 중에 좌자가 잔을 공중에 던져 한 마리의 흰 비둘기로 만들고는 사라졌는데, 곧 좌자가 궁문을 나갔다는 보고를 받은 조조는, _____에게 300명의 군사들을 이끌고 좌자를 추격하여 사로잡으라고 명령했다.",허저,very hard
"( 연의, 사서 공통 ) 여몽의 자는 ㅁㅁ이다.",자명,very hard
"( 연의 ) 사마휘는 ""제갈량이 박릉의 최주평, 영천의 석광원, ㅁㅁ의 맹공위, 그리고 서원직과 가까이 지냈다"" 고 유비에게 말해주었다.",여남,very hard
( 연의 ) ㅁㅁㅁ 염우는 변변한 공적도 없는데 황호에게 아부하여 높은 벼슬을 하게 되었다.,우장군,super hard
"( 연의, 사서 공통 ) 유훈의 출신주는 ㅁㅁ이다.",서주,super hard
"( 연의, 사서 공통 ) 명문가 출신으로, 하진의 죽음을 계기로 십상시를 공격해 죽였으나 동나이 정권을 잡자 기주로 달아났으며, 반동탁연합의 맹주를 맡았고, 나중에는 하북을 지배하고 조조와 관도에서 싸웠으나 패배한 이후 병으로 죽은 사람의 이름은?",원소,medium
"( 연의, 사서 공통 ) 제갈량이 황제 유선의 휘하에서 승상직을 수행 중일 때, 수군장군이었던 촉한의 신하의 이름은?",양의,very hard
"( 연의, 사서 공통 ) 강유는 ""당신은 왜 ㅁ를 띄워 자취를 끊거나 아미산에 올라 적송자를 따르려 하지 않느냐"" 고 종회에게 말했다.",배,super hard
"( 연의 ) 유비는 총 5천의 병력으로 도겸을 도우러 서주로 가서, 서주에 와 있던 북해태수 _____하고 청주의 전해와 합류했다.",공융,hard
"( 연의, 사서 공통 ) ㅁㅁㅁ 정태의 반대에도 불구하고, 하진은 동탁이 도읍으로 오는 것을 막지 않았다.",시어사,super hard
"( 연의 ) 양의가 ""군대를 크게 ___개의 조로 나누어, 3개월을 기한으로 교대하게 하자"" 고 말하자, 제갈량은 ""내가 중원을 치는 일은 금방 끝날 일이 아니니, 장기 계책을 써야 한다"" 며 동의했다.",2,very hard
"( 연의, 사서 공통 ) 집 안에 식량이 떨어지자, 동생과 의논한 뒤 사마의에게 글을 보내어 식량이 부족하다고 알린 사람의 이름은?",조상,super hard
"( 연의 ) 제갈량은 ""위나라 군대가 북원에 영채를 세우는 것은 우리가 그 길로 가서 농ㅁ로 통하는 길을 끊을까 두려워서이며, 우리는 북원을 공격하는 체 하다가 위수 물가를 점령하자"" 고 장수들에게 말했다.",서,very hard
"( 연의, 사서 공통 ) 유비, 관우, 장비 중 가장 나중에 죽은 사람의 이름은?",유비,medium
"( 연의, 사서 공통 ) 시중 태사령 왕립은 ""금성과 화성이 만났으니, 한나라의 운은 다해가고, 옛 진나라 땅이나 위나라 땅에서 새로 흥할 자가 있을 것"" 이라고 종정 _____에게 말했다.",유애,super hard
"( 연의 ) ""동오의 군사들이 서천을 치기 위해 형주를 지나가게 해달라는 요청을 유비가 받아들였다"" 는 이야기를 들은 주유는, 노숙을 손권에게 보내 알리고는, 군사를 일으켜 _____에게 선봉을, 능통과 여몽에게 후대를 맡겼으며, 주유 자신은 서성과 정봉과 함께 중군이 되었다.",감녕,very hard
"( 연의 ) 부첨과 왕진이 겨루었는데, 둘 중 패배하여 상대에게 사로잡힌 장수의 이름은?",왕진,super hard
"( 연의 ) ""촉나라 군대가 골짜기로 진입하자 큰 곡성이 나며 ㅁ색 깃발이 올랐고, 제갈량은 이미 죽고 강유만 남아서 1천의 병력으로 후미에서 추격을 막았던 것이었으며, 전날 수레 위에 있던 것은 나무로 만든 사람 모형이었다"" 는 말을 들은 사마의는 탄식했다.",흰,very hard
"( 연의 ) 하후돈이 서영을 죽이자, 조조는 패잔병을 수습해보았는데, ___백 여명이 남았을 뿐이었다.",5,super hard
"( 연의 ) ""손견이 낙양까지 진출해서 동탁을 죽인다면 그것은 ㅁㅁ를 몰아내고 범을 불러들이는 격이니, 군량을 보내주지 말아야 한다"" 는 누군가의 말을 들은 원술은 그에 따랐다.",늑대,very hard
"( 연의, 사서 공통 ) 황권은 조비의 질문에 대하여 ""나는 유비에게 과분한 대우를 받았기에 오나라에 항복할 수는 없었는데 ㅁ으로 돌아갈 길이 없어 귀순한 것이며, 싸움에 진 장수가 죽음을 면한 것만도 다행인데 어찌 옛 사람의 고사를 따르려 할 수 있겠느냐"" 고 대답했다.",촉,hard
( 연의 ) 영채에서 치고 나온 부융과 싸웠으나 당해내지 못하고 달아난 장수의 이름은?,순우단,very hard
"( 연의 ) 유비에게 돌아가려는 관우를 따르고자 주창과 함께 청하였으나, 일단 받아들여지지 않고 와우산에서 기다리게 되었으며, 조운의 말을 빼앗으려다가 반격당해 죽은 산적의 이름은?",배원소,hard
"( 연의, 사서 공통 ) 북해를 다스리던 공융을 도운 후, 양주자사 유요에게 가서 그의 부하가 된 사람의 이름은?",태사자,hard
"( 연의, 사서 공통 ) 황건적을 이끈 장량의 작은형의 이름은?",장보,hard
"( 연의 ) 주유가 죽은 직후에 동오에서 방통을 만나서는, 글을 한 통 써서 방통에게 주면서 ""손권은 방통을 무겁게 쓰지 않을 것이니 유비를 섬기자"" 라고 말한 사람의 이름은?",제갈량,hard
"( 연의 ) 장비는 유장과 싸우는 유비를 돕기 위해 파군성을 점령하고 지나가려고 했는데, 성벽 아래에 갔다가 엄안의 _____에 투구를 맞았다.",화살,very hard
"( 연의, 사서 공통 ) 유장이 외적을 상대하기 위하여 자신의 근거지인 익주로 불러들인 군웅의 이름은?",유비,medium
"( 연의, 사서 공통 ) 손권은 관우의 머리를 _____에게 보냈다.",조조,medium
"( 사서 ) 맹달의 자는 원래 자경이었으나, 피휘하여 ㅁㅁ로 바꾸었다.",자도,very hard
"( 연의 ) 마초가 눈밭에서 호랑이떼에게 물어뜯기는 꿈을 꾸고 그에대해 방덕과 이야기하고 있을 때, 비틀거리며 뛰어들어서는 마등과 마휴와 마철이 모두 죽었다고 알린 사람의 이름은?",마대,hard
"( 연의 ) 육손은 ""그대들이 각각 3만의 병력을 이끌고 석정 산길을 가로질러 조휴의 영채 뒤로 가서 ㅁ로 신호하면, 내가 대군을 이끌고 가운데로 진군하여 공격할테니, 그러면 조휴를 사로잡을 수 있을 것"" 이라고 주환과 전종에게 말했다.",불,super hard
"( 연의 ) 이민족을 토벌했을 때, 한중의 싸움에서 조조가 양평관까지 물러났다는 소식을 듣고는, 돕기 위해 한중으로 와서 야곡의 어귀에서 조조와 합류한 장수의 이름은?",조창,hard
"( 연의, 사서 공통 ) 원술이 떠난 상태에서 공격해 온 조조군과 싸우다가 패하고, 양강, 이풍과 함께 처형된, 원술의 부하의 이름은?",악취,very hard
"( 연의 ) 유비가 처음 만난 관우는 수염이 두 자 정도로 길고 얼굴색은 검붉은 대추 같고, 입술은 ㅁ색이었으며, 봉의 붉은 눈과 잠자는 누에 같은 눈썹을 하고 있었다.",적,very hard
"( 연의, 사서 공통 ) 조조가 하비를 포위했을 때, 여포는 _____하고 왕해를 원술에게 보내어 구원을 청하게 했다.",허사,hard
"( 연의, 사서 공통 ) 대장군 _____에게 권력이 집중되었을 때, 조언은 산기상시가 되었다.",조상,hard
"( 연의 ) _____하고 마대가 병력을 합쳤을 때, 양의는 글을 유선에게 보내어 위연을 죽였음을 알렸다.",강유,very hard
"( 연의 ) 조조가 허도로의 천도를 행하자 양봉과 한섬이 그 앞을 가로막았으며, 이때 _____하고 서황이 겨루었으나 승부를 내지 못했다.",허저,hard
"( 연의 ) ""당신의 마음씨가 바르지 못하여 당신을 버린 것"" 이라는 _____의 말을 들은 조조는, ""내 마음이 바르지 못하다고 한다면, 어찌하여 여포는 섬겼느냐"" 고 물었다.",진궁,hard
"( 연의, 사서 공통 ) ㅁㅁㅁ 사마부와 태위 장제는 조상을 면직시키라는 글을 올렸다.",상서령,super hard
"( 연의, 사서 공통 ) 동탁과 싸우는 손견에게로의 보급을 담당했던 반동탁연합의 군웅의 이름은?",원술,medium
"( 연의 ) 적의 병졸에게서 얻은 정보를 쉽게 믿을 수 없다며 주연이 직접 손환을 구원하러 가지 말도록 진언했으며, 대신 자신이 1만의 병력을 이끌고 손환의 진영으로 가다가 복병에 당해 장포에게 사로잡혔다가 참수된, 손권의 장수의 이름은?",최우,very hard
"( 연의, 사서 공통 ) 규람과 대원과 함게 모의하여 손익을 죽였으나, 그 죄를 모두 뒤집어쓰고 규람에게 처형된 사람의 이름은?",변홍,very hard
"( 연의 ) 제갈량은 ""모반을 성공시키면 당신은 한조 재흥의 일등 공신이나, 조예가 사마의에게 ___현과 완성의 병력을 지휘하도록 했다고 하니 극도로 조심해서 일을 진행하라"" 는 글을 맹달에게 보냈다.",낙양,super hard
"( 연의, 사서 공통 ) 공융은 ""자리에는 ㅁ님이 가득하고, 독에는 마실 것이 비지 않는 게 내가 바라는 바이니, 걱정이 없다"" 고 말했다.",손,super hard
"( 연의, 사서 공통 ) 손책은 장소를 영입하고는, 그를 ㅁㅁ 겸 무군중랑장으로 삼았다.",장사,super hard
"( 연의 ) 선봉 정륜과 함께 진군하던 등애는, ______의 지시로 매복해 있었던 장익과 요화의 공격을 받아 겨우 달아났다.",강유,hard
( 연의 ) 양서에게 설득당하여 제갈량에게 항복한 사람의 이름은?,양건,very hard
"( 연의 ) 동승이 찾아낸 흰 비단에는 ""건안 4년 3월에 썼다"" 고 쓰여있었는데, 이 글을 쓴 사람의 이름은?",유협,very hard
"( 연의 ) 조조가 죽자, 화흠은 조비를 ㅁㅁ으로 임명하는 칙서를 헌제에게 쓰도록 하여, 자신이 칙서를 가지고 업군으로 갔다.",위왕,hard
"( 연의, 사서 공통 ) 유비는 유장의 항복을 받은 뒤, 유장에게 ㅁㅁ장군의 직위를 가지게 하고는 형주 남군 공안으로 가도록 했다.",진위,super hard
"( 연의 ) 제갈량이 마속과 함께 기산으로 진출하여 위나라를 공격했을 때, 곽회는 ㅁ도독이 되고 왕랑은 군사가 되어 조진과 함께 촉군을 막으러 갔다.",부,very hard
"( 연의 ) 낙성을 함락시킨 유비는 _____의 진언에 따라, 조운, 장익, 오의를 보내 외수, 강양, 건위 일대의 백성들을 위무하도록 하고, 장비, 엄안, 탁응을 보내 파서와 덕양 일대의 백성들을 위무하게 했다.",제갈량,very hard
"( 연의 ) ""학소는 키가 9척이며, 팔은 원숭이처럼 길어 활을 잘 쏘고, 지모는 뛰어나다"" 고 조예에게 말한 사람의 이름은?",사마의,very hard
"( 연의, 사서 공통 ) 순운의 자는 ㅁㅁ이다.",장천,super hard
"( 연의 ) 촉나라 군대가 뗏목을 만들고 싸우러 갈 준비를 한다는 보고를 들은 사마의는 ""아마 제갈량의 계책이 숨겨져 있을 텐데, 북원을 공격하는 척하고 우리의 ㅁㅁ를 불태워 혼란을 유도한 이후 정면으로 공격해올 것 같다"" 고 말했다.",부교,very hard
"( 연의 ) 동습이 죽을 무렵, 유수구에서 손권이 주태의 도움으로 포위를 빠져나와 여몽의 배에 타자, 군사들을 강변으로 가게 하여 배에다가 활을 쏘도록 한 사람의 이름은?",조조,hard
"( 연의 ) 종보와 겨루어, 그를 칼로 베어 말에서 떨어뜨린 사람의 이름은?",관해,very hard
"( 연의, 사서 공통 ) 여포가 패해 장안을 떠난 후, 헌제가 낙양에 도착하기 전에, 번조는 ㅁㅁㅁ에 임명되고 만년후에 봉해졌다.",우장군,super hard
"( 연의, 사서 공통 ) 양수의 자는 ㅁㅁ이다.",덕조,very hard
"( 연의, 사서 공통 ) 곽사는 동쪽으로 떠난 헌제를 다시 ___현으로 돌아가게 하려 했으나 실패했다.",미,super hard
"( 연의, 사서 공통 ) 관구검과 문흠은 수춘성의 서쪽에 제단을 쌓고 그 위에서 동물의 피를 얼굴에 있는 ㅁㅁ에 바르며 거병하기로 맹세했다.",입술,very hard
"( 연의 ) 장합이 장안으로 돌아와서 ""진창은 함락되고 학소는 죽었으며, 산관도 촉나라 군대가 점령했고, 제갈량은 다시 기산으로 나와서 진군하고 있다"" 고 말하자, ""그렇다면 적은 옹성과 미성을 취하려 할 것"" 이라고 말한 사람의 이름은?",곽회,very hard
"( 연의, 사서 공통 ) 육손의 다른 이름은?",육의,very hard
"( 연의 ) 유비군에게 사로잡혔다가 제갈량이 풀어주어 돌아와서는, 유현에게 저들의 계책을 역이용하여 유비군이 야습할 때 영채 밖에 매복하여 제갈량을 사로잡아버리자고 말한 사람의 이름은?",형도영,hard
